main_headline,classification,year
Receiver Appointed for Kentucky Bank.,1,1900
REAL ESTATE TRANSFERS.,1,1900
In Defense of Big Words.,1,1900
Clergymen's Sore Throat.,1,1900
Front Page 9 -- No Title,1,1900
GOWNS AT THE TENNIS MATCH.,1,1900
Obituary 2 -- No Title,1,1900
Article 7 -- No Title,1,1900
Roberts Conspirators on Trial.,1,1900
Fake Syndicate Exposed in Berlin.,1,1900
A RAMBLE AMONG THE CRITICS.,1,1900
"THE 19TH CENTURY.; An Interesting and Striking Address at Cambridge, England, by Mr. Balfour.",1,1900
A YARN ABOUT THE OREGON.,1,1900
Sixty-Year-Old Murderer Hanged.,1,1900
Article 11 -- No Title,1,1900
"ATTEMPT MADE TO WRECK A TRAIN; Ties Piled on Pennsylvania Track Near Atlantic City. EXPRESS HAS NARROW ESCAPE Engine Ploughs Into Obstruction, but No Casualties Result -- No Clew to Perpetrators of the Crime.",1,1900
Bernard Wletzger Dies at-Saratoga.,1,1900
A Brief History of Education.,1,1900
BIG RAILROAD COMBINE RUMOR.; Report that Santa Fe and Southern Pacific May Consolidate.,1,1900
Services in Sacramento.,1,1900
Automobile Gun a Failure.,1,1900
Article 12 -- No Title,1,1900
Article 3 -- No Title,1,1900
CONDEMNS THE POLICE.,1,1900
GAS STOCK SUIT DENIED; Referee Recommends Dismissal of W.J. Logan's Actions. Finds that Plaintiff Should Pay Costs of Litigation Over Brooklyn Corporate Combination.,1,1900
THE UNITED SERVICE.,1,1900
MANHATTAN'S POPULATION.,1,1900
FULTON STREET WITHOUT PUSHCARTS.,1,1900
"THE RACE RIOT.""",1,1900
When Picture Books Were Wanted.,1,1900
SAY SHE HAS HYDROPHOBIA.; Believed that New Jersey Woman's Illness Is Due to Dog Bite.,1,1900
Convict Heir to a Fortune.,1,1900
"Windward Signaled ""All Well.""",1,1900
Severe Criticism from One Who Owns All the Books.,1,1900
Article 5 -- No Title,1,1900
BLAMES STRAIGHT REPUBLICANS.,1,1900
Women Who Read Stories Backward.,1,1900
Marriage Announcement 1 -- No Title,1,1900
Big Army Contract for Bacon.,1,1900
English Thought in the Seventeenth Century.,1,1900
THE LONDON MARKET.,1,1900
Heat Record in St. Louis.,1,1900
Front Page 3 -- No Title,1,1900
EMPRESS FLEES TO HSIAN-FOO.,1,1900
Bradstreet's Weekly Failure Report.,1,1900
Article 6 -- No Title,1,1900
A NEW GARDINER HEARING.; The Attorney General to Ask the Governor for Another Presentation of the Charges.,1,1900
THE RECKONING WITH CHINA.,1,1900
Russian Transport on a Reef.,1,1900
Austria's Emperor 70 Years Old.,1,1900
MRS. DYER'S DINNER DANCE.,1,1900
OUTSIDE SECURITIES.,1,1900
Front Page 5 -- No Title,1,1900
Article 14 -- No Title,1,1900
Norwegian Bark Sank with Two Men.,1,1900
The Very Sharp Madamz.,1,1900
Boy Hurt by Exploding Torpedo.,1,1900
Article 1 -- No Title,1,1900
Clergyman Kills a Man.,1,1900
Boston Bank Pays Clearing House.,1,1900
Front Page 2 -- No Title,1,1900
Wordsworth and His Tea.,1,1900
THE NEWS OF NEWPORT.,1,1900
ISAIAH THOMAS AND HIS SUCCESS.,1,1900
"The Rains of Erido 2,400 B.C.",1,1900
Items from Boston.,1,1900
CARNEGIE AFTER PIG IRON?; Company Said to be Seeking Plants and Control of the Market.,1,1900
Bolivian Minister to Sail To-day.,1,1900
MARKET CONDITIONS.,1,1900
Severe Test for a Swimmer.,1,1900
Front Page 10 -- No Title,1,1900
Canoeists Break Camp.,1,1900
Article 2 -- No Title,1,1900
Front Page 11 -- No Title,1,1900
Article 10 -- No Title,1,1900
Railway and Cotton Men Agree.,1,1900
License or Licence.,1,1900
MAYOR VAN WYCK MUST ANSWER.; Messenger Sent After Him -- Commissioner May Be Appointed.,1,1900
Russian Troops in Korea.,1,1900
Albany Surface Road Incorporated.,1,1900
Love and Horse Breaking.,1,1900
Topics of the Week.,1,1900
Forest Fire in Yellowstone Park.,1,1900
Front Page 4 -- No Title,1,1900
The Frans Hals Fete in Haarlem.,1,1900
Republicans and Sliver.,1,1900
Iowa Republican Campaign.,1,1900
BOSTON STOCK MARKET.,1,1900
"THREW CHILD OVERBOARD; Father's Insane Act on an East River Pier. Little One Rescued by a Brave Watchman, Who Faced the Danger of a Menacing Tide.",1,1900
"AT LAST! THE AUTHOR OF ""ELIZABETH AND HER GERMAN GARDEN.""",1,1900
Petition for a Holiday.,1,1900
THIRD COLUMN FROM TIEN-TSIN.,1,1900
City Island Yacht News.,1,1900
Racing at Saratoga.,1,1900
ART AND ARTISTS.,1,1900
THE ENVOYS LIBERATED.,1,1900
NEGRO FINDS WAY TO WEALTH.; Kansas City School Principal Charges Big Sums to Move Out of Select Neighborhoods.,1,1900
Boston's Heavy Tax Rate.,1,1900
"Mabel Bouton, the Actress, Committed.",1,1900
IMPORTS OF DRY GOODS.,1,1900
Incorporated in New Jersey.,1,1900
ALLIED TROOPS ARE IN PEKING; Enter City from the East and Surround Legations. THE EMPRESS A FUGITIVE She and Tuan Said to Have Fled to Hsian-Foo. Japanese Report Says Chinese Resisted at Peking Obstinately -- British Troops to Land at Shang- hai To-day.,1,1900
Article 8 -- No Title,1,1900
POWERS' TASK NOT ENDED.,1,1900
Electric Wire Shocked Boy to Death.,1,1900
The Seventieth Indiana.,1,1900
Mark Twain's Debut.,1,1900
Famous Writers on Paris.,1,1900
BULLION AND MINING.,1,1900
Front Page 1 -- No Title,1,1900
APPEAL OF AMERICANS.; Resolution Calling for Determined Action Passed at Meeting at Shanghai on July 13.,1,1900
Kipling and Matthew Lyon.,1,1900
Charles Astor Bristed's Uncle.,1,1900
Roumania and Bulgaria at Odds.,1,1900
Iowa Congratulates Conger.,1,1900
Georgia Negro Beaten and Shot.,1,1900
LENOX.,1,1900
Following a Wounded Tiger.,1,1900
CHICAGO QUOTATIONS.,1,1900
DISAGREES WITH THE TIMES.,1,1900
PROF. STARR ON SHIRTWAISTS.; He Anathematizes the New Fad Which He Says Was Born in Degeneracy.,1,1900
Golf Dates Conflict.,1,1900
AMERICAN POLICY UNDECIDED.; Administration Waiting to Hear from Conger and Chaffee Before Making Any Move.,1,1900
CRITICISES MR. McKINLEY.,1,1900
A Good Word for Oleomargarine.,1,1900
Front Page 3 -- No Title,1,1900
Germany's Industrial Advance.,1,1900
Russian Horses.,1,1900
Front Page 7 -- No Title,1,1900
NEW TRANSCONTINENTAL TRAIN.; May Be Run from Chicago to San Francisco Via Kansas City.,1,1900
NEGROES LYNCH A NEGRO.,1,1900
AMERICANS IN ENGLAND.,1,1900
TROTTERS AND PACERS.,1,1900
Front Page 5 -- No Title,1,1900
THE UNITED SERVICE.,1,1900
Cycle Clubs Shy at This Race.,1,1900
ROBERT MANTELL MARRIED.; Actor Wedded Marie Booth Russell Last May.,1,1900
CORDUA ADMITS HIS GUILT.; Confesses He Was Implicated in Plot to Kidnap Lord Roberts.,1,1900
How to Clean Oil Paintings.,1,1900
The New Treaties with Spain.,1,1900
PROPERTY OWNERS IN THE BRONX,1,1900
The Shepherds.,1,1900
Gen. Otis Addresses Veterans.,1,1900
We Stand Corrected.,1,1900
Boy Lives a Year with Broken Back.,1,1900
Sniping.,1,1900
HOSPITAL PHYSICIANS QUARREL.; Assistant House Surgeon in Jersey City Accused of Discourtesy to Patients.,1,1900
Cuban Teachers See Washington.,1,1900
THE NEWS OF NEWPORT.,1,1900
KAISER'S GIFT TO WALDERSEE.,1,1900
FIRST DETAILS OF CAPTURE OF PEKING; Japanese Commander Says Wall Was Obstinately Held. OTHER NEWS CONTRADICTORY One Account Says Allies Were Welcorned by Prince Ching -- British Force Lands at Shanghai.,1,1900
Front Page 8 -- No Title,1,1900
GERMANS WANT SEVERE ACTION.,1,1900
OLD MURDER MYSTERY SOLVED ?; Manchester (N.H.) Mirror Clears Up the Parker Case of 55 Years Ago.,1,1900
Customs on Chinese Railways.,1,1900
Women Help to Save Maine Village.,1,1900
"Old Madonna Sold for u4,000.",1,1900
THE CAPTURE OF PEKING.,1,1900
THE TREATMENT OF THE NEGROES.,1,1900
Imports of Merchandise.,1,1900
PHILADELPHIA PRICES.,1,1900
Mob Kills Georgia Negro.,1,1900
An Experiment with Mosquitoes.,1,1900
GEN. GREENE AND THE CANALS.,1,1900
Peruvian Minister Received.,1,1900
"A GHOST OUT OF REPAIR.; Lost Its Voice and Then Betrayed the Cabin Boy -- A Naughty Nautical ""Kid.""",1,1900
QUESTIONS OUR ORTHODOXY.,1,1900
New Orleans's Civil Service Fight.,1,1900
The Tenacity of Superstition.,1,1900
Burglars Take Silverware.,1,1900
Rose Culture.,1,1900
Many Entries for State Fair.,1,1900
Suicide May Be an American.,1,1900
Eloped with His Wife's Sister.,1,1900
The Galapagos Islands.,1,1900
HER FIANCE STOPS RUNAWAY.; Miss Blake's Horse Scared by William Rockefeller's Motor Vehicle.,1,1900
CHINESE TROOPS DEMORALIZED.,1,1900
BULLION AND MINING.,1,1900
Handicap Shoot for Cup.,1,1900
Point Judith Polo Team Won.,1,1900
RAILWAY MEN NOT SWINDLED.,1,1900
Acceptable Hint in Canada.,1,1900
Thaddeus Stevens.,1,1900
TALK OF REWARD FOR CHAFFEE.,1,1900
Front Page 2 -- No Title,1,1900
OFFICIAL SUMMER CLOTHING.,1,1900
CHINA AND JAPAN.,1,1900
Can Cure Texas Fever in Cattle.,1,1900
Montreal Paper Company Fails.,1,1900
GENERAL NOTES.,1,1900
Colombian Rebels Surrendering.,1,1900
HOLIDAY ON LONDON EXCHANGE.,1,1900
ASBURY PARK.,1,1900
SENATOR THURSTON'S VIEWS.; Says Full Indemnity Must Be Demanded -- Praises President's Policy.,1,1900
Countess Schimmelmann Going Home.,1,1900
Harness Racing Results.,1,1900
Front Page 10 -- No Title,1,1900
Article 4 -- No Title,1,1900
NATIONAL GUARD NOTES.,1,1900
The Kriegerbund Convention.,1,1900
"London ""Tuckshop"" Brings u.24,000.",1,1900
MISSIONARIES' NARROW ESCAPE.,1,1900
Trotters Race in Private.,1,1900
WEALTHY COUPLE SECRETLY WED; Miss Maomi Voice Married to Edward Balentine July 19.,1,1900
Chicagoan Fined in Queenstown.,1,1900
PROFITS UNDER GLASS.,1,1900
Acetylene and Gasoline Men at War.,1,1900
RUSSIANS TAKE HAI-CHENG.,1,1900
New Yorker Stricken at New Haven.,1,1900
MR. SHEPARD CRITICISED.,1,1900
The Robbers of the Tnames.,1,1900
Article 2 -- No Title,1,1900
SHAH AGAIN ATTACKED?; Paris Papers Say a Second Attempt on the Life of Persian Ruler Was Made at Ostend.,1,1900
CHANCES FOR AMERICANS.; Consul Halstead Says Britons Are Ready to Take Kindly to Ice Cream Soda.,1,1900
Ohio Hotels in Receivers' Hands.,1,1900
HEAT AND DROUGHT IN BALTIMORE; Both Combined Have Brought on a Typhoid Fever Epidemic.,1,1900
THE NEGRO RIOT.; CONDUCT OF THE POLICE.,1,1900
LONG BRANCH.,1,1900
Quarantine Against Tampa Raised.,1,1900
Mr. Cleveland's Double Dead.,1,1900
NARRAGANSETT PIER.,1,1900
Ten Eyck and Vail to Row.,1,1900
GOLD STANDARD IN COSTA RICA.; Introduced on July 16 -- Silver Legal Tender Only Up to $10.,1,1900
NEW COALING STATION IN MAINE.; Bids for the Work at East Lamoine to be Opened on Tuesday.,1,1900
"Indiana Treasurer Short $165,000.",1,1900
ACCIDENT AT PARIS FAIR.; Thirty Persons Injured by a Fall in the Exposition Grounds.,1,1900
Raised Bills in a Tramp's Outfit.,1,1900
A POLITICAL DANGER.,1,1900
Article 1 -- No Title,1,1900
"JUSTICE SMYTH IS DEAD; Succumbed to Pneumonia After a Period of Ill-Health. His Career as Assistant United States District Attorney, Recorder, and Supreme Court Justice.",1,1900
Obituary 1 -- No Title,1,1900
Setback for the Ice Trust.,1,1900
"Lions in the Biera Country, South Africa.",1,1900
THE REAL DEMOCRACY.,1,1900
OUTSIDE SECURITIES.,1,1900
"""THE WORLD'S DEMOCRACY.""",1,1900
ACTOR FOLK SEEKING WORK.; Dramatic Agencies Crowded and Many Disappointments Met at This Season.,1,1900
Article 5 -- No Title,1,1900
CLERK'S ATTEMPT AT SUICIDE.,1,1900
The Paris Fair as an American Sees It.,1,1900
Steel Workers Laid Off.,1,1900
In Continental Centres.,1,1900
Swallows Part of Her Teeth.,1,1900
AN UNSAFE POLICY.,1,1900
BAR HARBOR.,1,1900
THE ISSUE OF THE CAMPAIGN.,1,1900
"DIONE CLIMBED THE LADDER.; She Won $10 and When Offered a Husband, Said She Preferred a White Flannel Waist.",1,1900
How They Eat in the Val d'Or.,1,1900
A Sermon in a Mining Camp.,1,1900
A LITTLE GAME OF DIPLOMACY ?,1,1900
Front Page 1 -- No Title,1,1900
Maine Cotton Mills Shut Down.,1,1900
Ex-Gov. Moses Again In Trouble.,1,1900
Cubans Ask America to Explain.,1,1900
THE POLICE AND THE RIOT.,1,1900
Kansas City Firemen Disqualified.,1,1900
Front Page 4 -- No Title,1,1900
THE FINANCIAL SITUATION,1,1900
"Expenditures of St. Martin-in-the-Fields, 1547.",1,1900
BAR HARBOR'S SOCIAL SEASON.,1,1900
THE BANK STATEMENT.,1,1900
Front Page 9 -- No Title,1,1900
BANK OF ENGLAND'S RESERVE.,1,1900
Incorporated in Delaware.,1,1900
Sandwiches for Marching Veterans.,1,1900
OCEAN GROVE.,1,1900
Movements of Naval Vessels.,1,1900
"PITTSBURG, 8; BROOKLYN, 4.",1,1900
"VIEW OF ""THE MAN WITH THE HOE.""",1,1900
Editor Charles A. Doe Buried.,1,1900
BOYS POUND EACH OTHER; Prizefights Back of a Pearl Street Saloon. The Duane Social Athletic Club Gives Boxing Matches Alongside the Oak Street Police Station.,1,1900
"Use of ""Esquire"" in England.",1,1900
The Curative Effect of Chemical Rays.,1,1900
An Acting Minister Wounded.,1,1900
Lake Blockade Lifted.,1,1900
Milk and Tobacco.,1,1900
An Overworked Expression.,1,1900
Burglar Chase in Stamford.,1,1900
Cyclone Humor.,1,1900
The Suspicious Boer.,1,1900
Article 3 -- No Title,1,1900
Moscow.,1,1900
Forty Millions of Children.,1,1900
Obituary 2 -- No Title,1,1900
FRANCE AND HER OLD ENEMY.,1,1900
Democrat Out for McKinley.,1,1900
AN UNDERTAKER ACCUSED; Charged with Obtaining a Body by a Trick. A MAZET COMMITTEE WITNESS James P. Marren Alleged to Have Made Misrepresentations Also in Obtaining Mail -- His Denials.,1,1900
ELEVATED ROAD EXTENSION.,1,1900
The Cost of Indian Wars.,1,1900
AMERICA GETS NEWS FIRST.,1,1900
A Kind-Hearted Lady.,1,1900
BANK STATEMENT.,1,1900
"GIFT TO HEBREW UNION COLLEGE.; I.B. Kleinert Sends $7,000 in Honor of the Memory of Dr. Isaac M. Wise.",1,1900
OPPORTUNITY NEEDED.,1,1900
Big Judgment for Commissions.,1,1900
BOSTON STOCK MARKET.,1,1900
FOR A NEW SUPPLY BASE.,1,1900
Need of a National Conservatory,1,1900
MURDER IN CINCINNATI.,1,1900
Two Carloads of Mail Damaged.,1,1900
STOCKBRIDGE.,1,1900
PATIENT SHOOTS AT KEEPER.; Matteawan Man Committed to Hospital Escapes from Custody.,1,1900
DEATH LIST OF A DAY.; David Mitchell.,1,1900
A BROOKLYN MAN'S COMPLAINT.,1,1900
Wyoming Miner Owner Killed.,1,1900
Cape Nome Beach.,1,1900
"MISS MEYERS MARRIED ABROAD; Arrives Home with Her Husband, Lieut. Hicks of the English Army.",1,1900
Illiterate Whites and the Cotton Mills.,1,1900
Col. Hore's Loss at Eland's River.,1,1900
How China May Be Improved.,1,1900
NOTES OF INSURANCE INTERESTS.,1,1900
Verdict Shocks Powers's Friends.,1,1900
TO WATCH CHINESE WARSHIPS.,1,1900
Judge Herrick's Attitude.,1,1900
HIS FAVORITE PAPER.,1,1900
Golf Match at Deal.,1,1900
Front Page 6 -- No Title,1,1900
"Blackburn Says, ""Thank God for That.""",1,1900
"$800,000 FIRE IN INDIANA.; Largest Axe Factory in the World Destroyed by Conflagration.",1,1900
ANOTHER HYDROPHOBIA VICTIM.; Mrs. Strathie's Death Follows that of Her Son from the Same Malady.,1,1900
Obituary 1 -- No Title,1,1900
QUEEN VICTORIA'S SORROWS.; Long List of the Bereavements of Her Eventful Life.,1,1900
WIFE BUILDING THE HOME.; While Her Husband Is at Work She Turns Carpenter and Builder.,1,1900
STILL FIGHTING IN PEKING.; Remey Says He Hears Empress Is in the City -- Chaffee Reports Entry of Allies Into the Capital.,1,1900
He Barred Shirtwaist Men.,1,1900
CYCLE ON MICHIGAN LAKE.; Trial of New Machine Invented by O.S. Winequist.,1,1900
MISS HAY AN AUTHOR.; Daughter of Secretary of State to Publish New Book for Children.,1,1900
"MILITARY SHOW AT PARIS; War, Ancient and Modern, Contrasted at the Exposition. NEW ENGINES OF DESTRUCTION They Have Taken All the Romance from the Battlefield -- Relics of the Petit Caporal.",1,1900
On the Wheel at Hillsgrove.,1,1900
FATALITIES IN PITTSBURG.; Four Drownings and One Death by Burning Yesterday's Record.,1,1900
Where She Drew the Line.,1,1900
"AMERICA'S OWN DICK TURPIN.; Some English People Good-Naturedly Tell About Their Meeting This Most Gentle, Genteel Robber.",1,1900
CHINGAN PASS CAPTURED.,1,1900
SIR WILLIAM STOKES DEAD.; Surgeon in Ordinary to the Queen in Ireland Expires in South Africa.,1,1900
"OUR LONDON CABLE.; GOLD INFLUX BRINGS RELIEF End of an Anxious Week Shows Loan Rates at 3 Per Cent, and Discount Near 3 1/2 -- The Cry Still for More Gold -- The Market Bound to Harden Shortly -- No Rise of Discount Expected on the Continent.",1,1900
Fly-Casting Champions Contest.,1,1900
FRIGHTENED NEGRO KILLS GIRL.; Latter Had Wrapped Herself in a Sheet to be Taken for a Ghost.,1,1900
"TRIP PLEASED CUBAN TEACHERS.; Returned from Washington Hungry, but Delighted with the Visit.",1,1900
THE CRUSH AT THE BRIDGE.,1,1900
THE APOLOGISTS FOR BRYAN.,1,1900
FUGITIVE LUNATIC CAPTURED.; Hancock Identified by Farmer from Whom He Begged a Breakfast.,1,1900
SUNDAY BASEBALL GAMES.; New Yorks Were Unable to Bunch Hits and Lost to Chicago.,1,1900
"BOYS AS HOUSE SERVANTS.; Experiment Being Tried in Milwaukee, It Is Said, with Success.",1,1900
No Treats for Voters.,1,1900
THE PLOT AGAINST LORD ROBERTS.,1,1900
MGR. IRELAND SPEAKS IN ROME.; Makes an Address on American Liberty at the Vatican.,1,1900
Reward for Russian Commander.,1,1900
Queen Victoria's Fancy Work.,1,1900
GREAT DROUGHT IN KANSAS.; Corn Crop Expected to be the Smallest in Years.,1,1900
"GEORGE H. STUDWELL A SUICIDE.; Shot Himself at the Home of His Son-in-Law, Eugene B. Sanger.",1,1900
PAVED WITH TOMBSTONES.; A Street in Philadelphia Thus Strangely Covered.,1,1900
NEW TEAM RECORD TO HARNESS.; P.C. Knox Said to Have Driven Wert and Dr. Leek in 2:10 1/2.,1,1900
Front Page 4 -- No Title,1,1900
COLOMBIA REBELS SUBMIT.; Revolutionists Make an Absolute Surrender at San Vicente.,1,1900
G.A.R.'S NEXT COMMANDER.; Belief that Major Rausseur of St. Louis Will Be Elected.,1,1900
MORESCA'S PURPOSE HERE; Letter Found in Bresci's Lodging Shows Murderous Intention. Is Known to the Italian Police as a Most Fanatical Anarchist -- Men Still Detained.,1,1900
"J.E. ADDICKS BUYS ""BELVOIR.""; Gets the Newport House Now Occupied by W.K. Vanderbilt, Jr.",1,1900
CHINESE HOLD OUT IN FORBIDDEN CITY; Remey Says Empress Is Reported Still in Peking. MESSAGE FROM GEN. CHAFFEE American Casualties in Attack on the Capital Only Eight Wounded -- Russians Seize Right Bank of the Amur.,1,1900
THE WEEK'S GOLF EVENTS; Preparatory Play to Women's National Championship. ENTRIES CLOSE TO-MORROW Four Club Tournaments Scheduled for the Deal Beach Links -- A Team Match with Red Bank.,1,1900
"GEORGIA COTTON CROP SHORT.; Indications that IT Will Be 200,000 Bales Less than in 1899.",1,1900
PART OF PEKING ON FIRE.,1,1900
Eleven Nations Will Claim Damages.,1,1900
Drowned While Watering His Horse.,1,1900
HARLEM OARSMEN ACTIVE; Many Crews Preparing for the Middle States Regatta. PITTSBURG SEEKS ENTRIES Goepfert and Binzen of the Metropolitan Boat Club Break a Boat -- Ten Eyck Will Abandon the Sweeps.,1,1900
SIMULATED ABNORMITY.; Curious Power of a Negro Who Seems to Have Deceived Many Physicians.,1,1900
Front Page 2 -- No Title,1,1900
ACCUSED WOMAN A SUICIDE.; Mrs. Frazer Killed Herself Rather than Suffer Arraignment in Court for Examination.,1,1900
"CONGRESSES AT PARIS FAIR.; Eight in One Day, and Everybody Wears Some of Their Badges.",1,1900
Front Page 3 -- No Title,1,1900
DEMAND BY VICEROYS.; Say They Will Become Hostile to Foreigners If Immunity Is Not Granted to Empress Dowager.,1,1900
69TH BOYS CANNOT ATTEND.; Col. Duffy Won't Allow the Regiment to be Represented at Long Branch Tournament.,1,1900
LOSSES BY FIRE.,1,1900
GOV. ROOSEVELT DENIES ATTACK ON DEMOCRATS; Referred in His St. Paul Speech to Populists. DECLARES IT WAS FALSIFIED Quotes from it in Letter to Gen. Palmer and Reiterates Appeal to All Voters.,1,1900
"LARNED TENNIS FAVORITE.; George Wrenn, Too, Has Many Admirers for the Final of the All-Comers To-day.",1,1900
Russian Press Counsels Moderation.,1,1900
LIVELY SPEEDWAY TRIALS; Many Amateur Drivers Try Their Horses on the Course. BUSY MORNING FOR WHISTLE Dr. Nelden's Gelding First in a Couple of Contests -- Dundess and Oscar in Front.,1,1900
"SCIENTIFIC KITE FLYING.; England Started It, but the United States Has Made Most Progress -- The Use of It.",1,1900
BROTHER FINDS BODY OF MURDERED SISTER; Woman Beaten to Death in Her Own Rooms. POLICE HOLD THE YOUNG MAN Mystery Surrounds Catharine Scharn's Tragic End -- Her Friend Arrested Hammer and Mask Discovered.,1,1900
"CENTRAL FEDERATED UNION; Industrial Commissioner Durand Strikes a Snag. Meets with a Tart Reception in Asking for Labor Information, and His Request Is Refused.",1,1900
RACES FOR THE SEVENTIES.; Yachts Yankee and Mineola Have Each Eight Points in the Series So Far.,1,1900
IN DEFENSE OF PLAGIARISM.; Many Eminent Persons Practice It and to the Benefit of the Reader.,1,1900
ITALIAN'S STILL DETAINED.; They Were Brought to the Burge Office Apparently Without Orders.,1,1900
"A MOUNTAIN-CLIMBING RECORD; Interview with Dr. and Mrs. Workman, Americans, Who Together Conquered the Himalayas.",1,1900
MONEY AND EXCHANGE.,1,1900
GERMAN MONEY AND TRADE.,1,1900
"MERCHANTS CONDEMN THE RAMAPO CONTRACT; City Would Lose Under It $195,000,000 in Forty Years. PROFIT IN MUNICIPAL PLANT Report of the Association's Committee on New York's Water Supply -- Gov. Roosevelt's Advice.",1,1900
"$25,000 EXPRESS ROBBERY.; Daring Theft of Money Package En Route from Chicago to Burlington.",1,1900
DE WET MENACES BRITISH.; Demands Surrender of Baden-Powell's Force -- Evidently Moving Eastward.,1,1900
CUBA'S SUCCESS IN PARIS.; Island's Exhibit Receives 140 Prizes at Exposition.,1,1900
CONEY ISLAND'S GREAT CROWD.; A Youthful Fagin Arrested -- Bathers Escape Police and Board a Trolley Car.,1,1900
CALEB POWERS'S APPEAL.; Convicted Man Denounces His Trial as a Farce and Asserts His Innocence.,1,1900
Woman Cyclist on Long Journey.,1,1900
Gen. Weaver Calls on Mr. Bryan.,1,1900
"""KING OF THE COWBOYS"" DEAD.; Sergt. Taylor, Formerly of Gov. Roosevelt's Staff, Passes Away.",1,1900
A QUESTION OF PRESENT DUTY.,1,1900
NEW DIGNITY FOR A MISS.; A Little Milwaukee Girl Thoroughly Appreciates It.,1,1900
FEAR LOSS OF LIFE IN FIRE.; Panic Caused by Flames in Small Dwelling Houses Occupied by Italians.,1,1900
FOREIGN BANK HOLDINGS.,1,1900
JACQUELIN CYCLE CHAMPION.; French Rider Won the Title in Final of Paris Races.,1,1900
GUGGENHEIMER OUTBID RIVAL.; Acting Mayor Boomed Long Branch Property by Buying Drexel Cottage.,1,1900
French Minister Decorated.,1,1900
BIG COAL STRIKE THREATENS.; Miners in Pennysylvania Anthracite Region Expect to Quit Work.,1,1900
"Narrow Escape of 1,000 Excursionists.",1,1900
EXPRESS AGAIN IN PERIL.; Fast Train from Atlantic City Nearly Wrecked Last Week Delayed by Accident -- Passengers Alarmed.,1,1900
BODIES OF MINERS FOUND.,1,1900
CORDUA'S GUILT ADMITTED.,1,1900
Bank of Spain's Report.,1,1900
Front Page 1 -- No Title,1,1900
Killed by Fall from Window.,1,1900
LI-PING-HENG KILLED?,1,1900
CABLE SERVICE TIED UP.; Severe Storms Retard Communication from Various Parts of the Country.,1,1900
SOME NEBRASKA CONDITIONS.,1,1900
"SERVICE FOR KING HUMBERT; The President Attends Impressive Ceremony in Washington. Members of Cabinet, Representatives of Foreign Countries, and High Officials Also Present.",1,1900
Turners' Day at Union Hill.,1,1900
SHOT FATHER IN SELF-DEFENSE.; The Son Is Exonerated by a Nebraska Jury.,1,1900
New York Central Makes New Record.,1,1900
A Woman's Enormous Liver.,1,1900
Shah Not Attacked in Ostend.,1,1900
"FUTURITY IS ON SATURDAY; Richest Prize of American Turf to Open Fall Campaign. RACE WILL BE WORTH $40,000 Keenes with Four and Whitney with Three Starters Chief Among Bidders for the Stakes.",1,1900
WHEEL RACES AT VAILSBURG.; Fast Time Made by Amateurs in the One-Mile Tandem Event.,1,1900
ATTEMPT TO WRECK A TRAIN.; Rail Placed on Lehigh Valley Road's Track in Pennsylvania.,1,1900
AUSTRIANS HONOR THE EMPEROR.; Birth Anniversary of Francis Joseph II. Celebrated In New York.,1,1900
THREE AND A HALF MILLIONS.,1,1900
"RUSSIANS SEIZE THE AMUR.; Have Conquered the Right Bank of the River, Which Is Therefore No Longer the Frontier.",1,1900
NEW JERSEY LABOR CONGRESS.; To Demand Two Firemen on Camel-Back Locomotives.,1,1900
"NOT ""STRANDED,"" HE SAYS.; Agent Emmons Says Christian Endeavorers Finished Their Tour on Time.",1,1900
"RECTOR ACCUSES POLICE; Declares They Planned and Fomented the Race Outbreak. ""Municipal Rioters and Lawbreakers"" the Terms Used by Dr. Babbitt of Brooklyn.",1,1900
THE WEEK'S TRANSACTIONS.,1,1900
"NO HOPE FOR INJURED DIVER.; Son of the Rev. C.H. Mann Cannot Recover, It Is Said.",1,1900
JOHN J. INGALLS'S FUNERAL.; Interred in Family Vault in Mount Vernon Cemetery.,1,1900
King Humbert's Fortune.,1,1900
SENATOR FORAKER HOPEFUL.,1,1900
OUTSIDE SECURITIES; OUTSIDE SECURITIES,1,1900
Article 1 -- No Title,1,1900
"""MIKE THE BITE'S"" HEROISM.; Extinguishes Fire with a Bucket of Beer and an Awestruck but Admiring Populace Remembers Him.",1,1900
THREE PERSONS DROWNED.; Albert J. Schwab Loses His Life After a Gallant but Futile Attempt at Rescue.,1,1900
MADE UNCONSCIOUS BY SHOCK.; Workmen in Power House Come in Contact with a Live Cable.,1,1900
Talkers at the Park Concerts.,1,1900
Obituary 2 -- No Title,1,1900
Front Page 6 -- No Title,1,1900
THE CONVICTION OF POWERS.,1,1900
Front Page 4 -- No Title,1,1900
REAL ESTATE TRANSFERS.,1,1900
OUTSIDE SECURITIES.,1,1900
MARYLAND'S GREAT STORMS.; Much Damage to Fruit Crops and Buildings -- Fatalities Reported -- The Hot Spell Broken.,1,1900
WILL SPARE CHINA'S RULERS.,1,1900
More Work for Anthracite Miners.,1,1900
Rochester's Convention of Odd Fellows.,1,1900
Chicago Takes Lessons Here.,1,1900
CHRISTIAN SCIENTISTS' ROW.,1,1900
ROMANCE IN VETERAN'S RETURN.; Rival Tried to Make Girl Believe Her Lover Was Dead.,1,1900
WHERE IS THE SILVER ?,1,1900
